,Store,Address,지역구,,,,,,,,,,Service
1275,GS25방화샤르망점,서울,강서구,"방화대로47가길7,",샤르망1,"110,11호",110,(방화동,830-3),,,,CAFE25치킨25의약품택배현금 출금
1276,GS25방화온누리점,서울,강서구,"개화동로27길16,",1층,(방화2동,613-21),,,,,,CAFE25의약품택배보조배터리대여현금 출금
1277,GS25방화초원로점,서울,강서구,"초원로43,",1층,일부,(방화동,"600-2,",진성빌딩),,,,CAFE25치킨25의약품택배현금 출금
1278,GS25방화한숲점,서울,강서구,방화대로50길17,(방화동,132-12),,,,,,,CAFE25치킨25의약품택배현금 출금
1279,GS25방화행복점,서울,강서구,양천로24길93,(방화동,246-48),,,,,,,CAFE25베이커리치킨25의약품택배현금 출금undefined
1280,GS25배봉사거리점,서울,동대문구,한천로202,(장안동,108-3),,,,,,,CAFE25의약품택배현금 출금
1281,GS25배재공원점,서울,중구,"서소문로11길50,",B5호(서소문동,39-1),,,,,,,CAFE25택배보조배터리대여현금 출금TAX REFUNDundefined
1282,GS25백상디지털점,서울,금천구,"가산디지털2로165,",104호(가산동,"459-22,",백상타워2차),,,,,,CAFE25택배
1283,GS25버티고개역점,서울,중구,"동호로17길295,",1층,일부,(신당동,366-440),,,,,CAFE25치킨25의약품택배현금 출금
1284,GS25번동2단지점,서울,강북구,월계로37길91,(번3동,"222,",1층좌측코너상가),,,,,,CAFE25치킨25의약품택배현금 출금undefinedundefined
1285,GS25번동교보점,서울,강북구,"한천로131길33,",1층(번1동,415-1),,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금undefined
1286,GS25번동기쁨,서울,강북구,"오현로35길62,",상가,1층,101호,(번동,"234-2,",주공4단지),,,CAFE25베이커리치킨25의약품택배
1287,GS25번동북부점,서울,강북구,오패산로392(번1동,415-79),,,,,,,,CAFE25의약품택배보조배터리대여현금 출금
1288,GS25번동사거리점,서울,강북구,"덕릉로194,",1층,(번1동,429-41),,,,,,CAFE25치킨25의약품택배현금 출금
1289,GS25번동수송점,서울,강북구,"한천로124길9,",1층,(번동,460-47),,,,,,CAFE25의약품택배현금 출금
1290,GS25번동예일점,서울,강북구,한천로1000(번1동,460-17),,,,,,,,스포츠 토토CAFE25의약품택배보조배터리대여현금 출금
1291,GS25번동위브점,서울,강북구,덕릉로159(번1동,411-1),,,,,,,,CAFE25의약품택배보조배터리대여현금 출금undefined
1292,GS25번동주공점,서울,강북구,한천로109길13(번동,269-2),,,,,,,,CAFE25의약품택배현금 출금
1293,GS25번동타운점,서울,강북구,오현로173,(번동,148-41),,,,,,,CAFE25치킨25의약품택배
1294,GS25벽산밸리점,서울,금천구,"가산디지털2로184,",109호(가산동,"481-10,",벽산디지털밸리2차),,,,,,스포츠 토토CAFE25택배
1295,GS25보광그린점,서울,용산구,"장문로96,",1층(보광동,216-12),,,,,,,CAFE25치킨25의약품택배보조배터리대여
1296,GS25보금자리점,서울,강남구,"헌릉로571길20,",상가,102호,(세곡동,"579,",보금자리주택),,,,CAFE25의약품택배현금 출금
1297,GS25보라매가온점,서울,관악구,"당곡길48,",1층,(봉천동,709-5),,,,,,치킨25의약품
1298,GS25보라매농심점,서울,동작구,여의대방로22길4(신대방2동,375-15),,,,,,,,CAFE25택배현금 출금
1299,GS25보라매로점,서울,영등포구,"신풍로113,",1층,(신길동,"508,",시원빌딩),,,,,CAFE25치킨25의약품택배현금 출금
1300,GS25보라매본점,서울,관악구,"봉천로13나길5,","1층,지하1층",(봉천동,670-87),,,,,,CAFE25치킨25의약품택배현금 출금undefinedundefined
1301,GS25보라매타운점,서울,관악구,"보라매로5가길7,",104호(보라매동,"729-24,",우성캐릭터그린빌),,,,,,CAFE25의약품택배현금 출금
1302,GS25보라매타워점,서울,동작구,"보라매로5길51,",1층,103호,(신대방2동,"395-67,",롯데타워),,,,CAFE25치킨25의약품택배undefined
1303,GS25보문아이파크점,서울,성북구,"지봉로21길10,",1층,101호,(보문동2가,74-8),,,,,CAFE25의약품택배현금 출금
1304,GS25보문역점,서울,성북구,보문로118(보문동1가,126),,,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금undefined
1305,GS25보조1점,서울,송파구,올림픽로25,(잠실동,10),,,,,,,
1306,GS25보조3점,서울,송파구,올림픽로25,(잠실동,10),,,,,,,
1307,GS25보조4점,서울,송파구,올림픽로25,(잠실동,10),,,,,,,
1308,GS25보조6점,서울,송파구,올림픽로25,(잠실동,10),,,,,,,
1309,GS25봉은사점,서울,강남구,"봉은사로535,",1층,(삼성동,"77-23,",트리니티재활병원빌딩),,,,,CAFE25의약품택배현금 출금
1310,GS25봉천가람점,서울,관악구,"국회단지길110,",1층,(은천동,635-25),,,,,,치킨25의약품택배보조배터리대여현금 출금undefined
1311,GS25봉천가온점,서울,관악구,"양녕로6길12,",1층,(봉천동,890-13),,,,,,의약품택배현금 출금
1312,GS25봉천구암점,서울,관악구,구암5길24,(성현동,484-7),,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
1313,GS25봉천근화점,서울,관악구,낙성대역8길1(인헌동,196-129),,,,,,,,CAFE25베이커리치킨25의약품택배보조배터리대여현금 출금undefined
1314,GS25봉천까치점,서울,관악구,"남부순환로233길31-1,",1층,(봉천동,99-6),,,,,,CAFE25치킨25의약품택배현금 출금
1315,GS25봉천낙성점,서울,관악구,행운2길52(행운동,1685-1),,,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
1316,GS25봉천동부점,서울,관악구,"은천로143,",105호(봉천동,"1719-1,",동부상가),,,,,,CAFE25의약품보조배터리대여현금 출금
1317,GS25봉천동신점,서울,관악구,"봉천로21나길35,",1층,101호,(보라매동,"649-54,",전망좋은집),,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
1318,GS25봉천래인,서울,관악구,은천로35나길2,(봉천동,41-202),,,,,,,의약품
1319,GS25봉천메트로점,서울,관악구,"남부순환로1811,",101호(중앙동,"870-13,",신원메트로빌오피스텔),,,,,,로또판매CAFE25치킨25의약품택배보조배터리대여현금 출금undefined
1320,GS25봉천번영점,서울,관악구,관악로14가길45(낙성대동,1617-1),,,,,,,,CAFE25의약품택배보조배터리대여현금 출금
1321,GS25봉천사랑점,서울,관악구,"관악로28길58,",101호(행운동,23-19),,,,,,,의약품택배undefined
1322,GS25봉천삼두점,서울,관악구,은천로114(봉천동,464-8),,,,,,,,스포츠 토토CAFE25치킨25의약품택배보조배터리대여현금 출금
1323,GS25봉천아이원점,서울,관악구,"청룡9길1,",1층,(청룡동,1575-3),,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
1324,GS25봉천역점,서울,관악구,"남부순환로1733,",1층,1호,(은천동,"926-33,",정민빌딩),,,,CAFE25의약품택배현금 출금
1325,GS25봉천우성점,서울,관악구,관악로28길20,(봉천동,21-15),,,,,,,CAFE25베이커리치킨25의약품택배현금 입/출금현금 출금
1326,GS25봉천은천점,서울,관악구,"양녕로1길19,",1층,103호,(은천동,911-1),,,,,CAFE25베이커리치킨25의약품택배현금 출금
1327,GS25봉천인헌점,서울,관악구,인헌9길28,(인헌동,1646-28),,,,,,,CAFE25의약품택배보조배터리대여현금 출금
1328,GS25봉천제일점,서울,관악구,청룡3길22(청룡동,896-10),,,,,,,,의약품현금 출금
1329,GS25봉천탑골점,서울,관악구,"낙성대로3길23,",1층,101호(봉천동,738-10),,,,,,CAFE25의약품택배현금 출금
1330,GS25봉천한가온점,서울,관악구,중앙길38(봉천동,41-538),,,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
1331,GS25봉천한아름점,서울,관악구,봉천로31길9(은천동,933-1),,,,,,,,CAFE25의약품택배보조배터리대여현금 출금
1332,GS25봉천해오름점,서울,관악구,"남부순환로1979,",B동,101호,(봉천동,"1722,",제창그로힐아파트지하1층),,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
1333,GS25봉천행운점,서울,관악구,"행운1라길62,",1층,(봉천동,"98-1,",루세빌),,,,,CAFE25의약품택배
1334,GS25봉천현대점,서울,관악구,"솔밭로24,",1호,(행운동,"148-129,",관악미래가아파트),,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
1335,GS25봉화산역점,서울,중랑구,"신내로211,","104,105호(신내2동","646,",금강리빙스텔),,,,,,CAFE25의약품택배보조배터리대여
1336,GS25부암대로점,서울,종로구,"자하문로238,",지층,1호,(부암동,"208-38,",쌈지빌딩),,,,CAFE25의약품택배
1337,GS25북가좌대표점,서울,서대문구,북가좌동336-33번지,,,,,,,,,CAFE25치킨25의약품택배현금 출금
1338,GS25북가좌센터점,서울,서대문구,북가좌동3-101번지,,,,,,,,,CAFE25치킨25의약품택배현금 출금
1339,GS25북가좌은가점,서울,서대문구,증가로12나길101(북가좌2동,3-15),,,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금undefined
1340,GS25북가좌점,서울,서대문구,응암로87(북가좌2동,309-1),,,,,,,,로또판매CAFE25의약품택배보조배터리대여현금 출금
1341,GS25북가좌제일점,서울,서대문구,거북골로170(북가좌1동,424-53),,,,,,,,CAFE25의약품택배보조배터리대여현금 출금
1342,GS25북가좌초교점,서울,서대문구,"거북골로209,",1층,(북가좌동,366-19),,,,,,치킨25의약품택배보조배터리대여현금 출금
1343,GS25북가좌타운점,서울,서대문구,"증가로31길1,",1층,(북가좌동,"329-1,",서머나교회),,,,,CAFE25의약품택배현금 출금
1344,GS25북가좌태양점,서울,서대문구,응암로68(북가좌2동,306-22),,,,,,,,CAFE25의약품택배보조배터리대여
1345,GS25북가좌한양점,서울,서대문구,"증가로211,",1층,101호,(북가좌동,290-1),,,,,CAFE25치킨25의약품택배현금 출금undefined
1346,GS25북가좌현대점,서울,서대문구,"수색로10길18,",1층,(북가좌동,382-17),,,,,,CAFE25베이커리치킨25의약품택배보조배터리대여현금 출금
1347,GS25북서울숲점,서울,강북구,월계로173(번3동,산28-6),,,,,,,,치킨25
1348,GS25북아현뜨란채점,서울,서대문구,"북아현로22나길100,",1층,(북아현동,1-363),,,,,,CAFE25치킨25의약품택배현금 출금
1349,GS25북아현로점,서울,서대문구,북아현로105(북아현동,189-2),,,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
1350,GS25북창점,서울,중구,남대문로1길26(북창동,98),,,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금TAX REFUNDundefined
1351,GS25북창중앙점,서울,중구,"세종대로18길2,",1층,(태평로2가,56-1),,,,,,택배undefined
1352,GS25북촌점,서울,종로구,북촌로6길1,(가회동,208-7),,,,,,,CAFE25치킨25택배현금 출금TAX REFUND
1353,GS25북한산더샵점,서울,서대문구,홍은동450번지,북한산더샵,아파트,상가,"1층,",113호,,,,CAFE25치킨25의약품택배현금 입/출금현금 출금
1354,GS25북한산우이점,서울,강북구,삼양로651,(우이동,10-3),,,,,,,CAFE25의약품택배현금 입/출금현금 출금undefined
1355,GS25불광래미안점,서울,은평구,불광동1-200,북한산래미안,상가동,지층,"1,2호",,,,,CAFE25치킨25의약품택배현금 출금
1356,GS25불광메트로점,서울,은평구,"진흥로199,",1층,(불광동,285-30),,,,,,CAFE25치킨25의약품택배
1357,GS25불광본점,서울,은평구,불광로81(불광1동,243-11),,,,,,,,스포츠 토토CAFE25치킨25의약품택배현금 출금undefined
1358,GS25불광송원점,서울,은평구,"통일로92길4,",1층(불광2동,494-4),,,,,,,CAFE25베이커리치킨25의약품택배보조배터리대여현금 출금
1359,GS25불광역점,서울,은평구,통일로750,(불광1동,"267-1,",경일빌딩),,,,,,CAFE25의약품택배현금 출금
1360,GS25불광천점,서울,은평구,"불광천길482,",1층,(응암동,"123-25,",자선메르시안아파트),,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금undefined
1361,GS25불광타운점,서울,은평구,"연서로289,",1층,(불광동,422-4),,,,,,CAFE25치킨25의약품택배보조배터리대여
1362,GS25불광홈타운점,서울,은평구,"불광로2길10,",1층,(불광동,600-3),,,,,,치킨25의약품택배현금 출금
1363,GS25불광힐스테이트점,서울,은평구,"통일로796,","116,117호",(불광동,"643,",북한산힐스테이트7차상가),,,,,CAFE25치킨25의약품택배현금 출금undefined
1364,GS25사가정미소점,서울,중랑구,용마산로51길52(면목7동,612-63),,,,,,,,의약품택배보조배터리대여현금 출금
1365,GS25사가정스타점,서울,중랑구,면목로45길8,(면목3.8동,497-16),,,,,,,CAFE25의약품택배현금 출금
1366,GS25사근본점,서울,성동구,사근동길47,(사근동,210-4),,,,,,,CAFE25베이커리치킨25의약품택배현금 입/출금현금 출금undefined
1367,GS25사근중앙점,서울,성동구,"사근동길66,",101호,(사근동,204-11),,,,,,CAFE25의약품택배현금 출금
1368,GS25사당광성점,서울,동작구,"사당로22길15,",1층,(사당1동,"1012-1,",대성빌딩),,,,,CAFE25의약품택배보조배터리대여현금 출금
1369,GS25사당교보점,서울,동작구,"동작대로13길3,",1층,(사당동,"1019-30,",JH빌딩),,,,,CAFE25의약품택배현금 출금
1370,GS25사당극동점,서울,동작구,"동작대로29길119,",114동,상가,1층,102호,(사당동),,,,CAFE25치킨25의약품택배현금 출금
1371,GS25사당까치점,서울,동작구,사당로16길65(사당4동,309-21),,,,,,,,CAFE25치킨25의약품택배
1372,GS25사당남부점,서울,동작구,"남부순환로2055,",좌측,코너,(사당동,1046-8),,,,,CAFE25치킨25의약품택배
1373,GS25사당남사점,서울,동작구,동작대로17길10(사당1동,1005-54),,,,,,,,로또판매CAFE25의약품택배보조배터리대여현금 출금
1374,GS25사당녹천점,서울,동작구,동작대로25길52-13(사당2동,141-28),,,,,,,,의약품택배보조배터리대여현금 출금undefined
1375,GS25사당드림점,서울,동작구,"동작대로7길56,",105호,(사당동,1038-51),,,,,,로또판매베이커리치킨25의약품택배보조배터리대여현금 출금
1376,GS25사당래미안점,서울,동작구,"사당로23길181,",101호,(사당동,175-25),,,,,,CAFE25치킨25의약품택배
1377,GS25사당문화점,서울,동작구,"사당로196,",101호,(사당동,"248-5,",거묵프리미엄상가),,,,,CAFE25치킨25의약품택배
1378,GS25사당바라크점,서울,동작구,"사당로2차길36,",1층,(사당동,206-16),,,,,,CAFE25치킨25의약품택배
1379,GS25사당사랑점,서울,동작구,사당로22나길24(사당1동,431-2),,,,,,,,CAFE25의약품택배보조배터리대여
1380,GS25사당센시티점,서울,동작구,"사당로169,",1층,일부,(사당동,"218,",청보빌딩),,,,CAFE25치킨25의약품택배undefined
1381,GS25사당수석점,서울,동작구,남부순환로259길11,(사당동,1051-41),,,,,,,CAFE25치킨25의약품택배현금 출금
1382,GS25사당시티점,서울,동작구,사당로30길166(사당1동,1041-15),,,,,,,,CAFE25의약품택배보조배터리대여현금 출금
1383,GS25사당신동아점,서울,동작구,"동작대로29길46,",1층,(사당2동,128-12),,,,,,로또판매의약품택배보조배터리대여현금 출금
1384,GS25사당역점,서울,동작구,"동작대로1길27,",1층,(사당1동,1044-37),,,,,,로또판매스포츠 토토CAFE25의약품택배보조배터리대여현금 출금
1385,GS25사당우성,서울,동작구,"동작대로27길31,",101호,(사당동,139-22),,,,,,의약품
1386,GS25사당위브점,서울,동작구,"사당로13길36,",1층,(사당3동,262-8),,,,,,CAFE25치킨25의약품택배현금 출금undefinedundefined
1387,GS25사당이수역점,서울,동작구,동작대로29길8(사당2동,88-3),,,,,,,,의약품보조배터리대여
1388,GS25사당이화점,서울,동작구,"동작대로35길18,",1층,(사당동,39-18),,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
1389,GS25사당재백점,서울,동작구,동작대로35라길16,(사당동,57-6),,,,,,,CAFE25치킨25의약품택배
1390,GS25사당점,서울,동작구,사당로23나길34(사당3동,162-61),,,,,,,,치킨25의약품택배현금 출금
1391,GS25사당타운점,서울,동작구,"남부순환로269길97,",1층,(사당1동,439-4),,,,,,의약품택배현금 출금
1392,GS25사당한빛점,서울,동작구,"사당로236,",1층,104호,(사당동,"266-7,",제일약국),,,,의약품
1393,GS25사당한얼점,서울,관악구,"남부순환로2062,",103호(남현동,"1058-1,",한얼메디컬빌딩),,,,,,의약품택배현금 출금
1394,GS25사보이호텔점,서울,중구,"명동8나길10,",1층,본관A-104(충무로1가,"23-1,",사보이호텔),,,,,CAFE25의약품보조배터리대여TAX REFUND
1395,GS25산천리버힐점,서울,용산구,"효창원로17,",102103호,(산천동,"193,",리버힐삼성아파트),,,,,CAFE25치킨25의약품택배현금 출금
1396,GS25삼각산SK점,서울,강북구,"삼양로19길157,",상가,"201호,202호",(삼각산동,"1353,",에스케이북한산시티아파트),,,,CAFE25치킨25의약품택배보조배터리대여
1397,GS25삼각산선경점,서울,강북구,"삼양로19길206,",지하1층,(미아동,"887-5,",선경빌딩),,,,,CAFE25치킨25의약품택배현금 출금
1398,GS25삼각지점,서울,용산구,한강대로48길17-5(한강로2가,88),,,,,,,,CAFE25치킨25의약품택배
1399,GS25삼선센터점,서울,성북구,"보문로189,",1층,(삼선동4가,"343,",우리은행),,,,,CAFE25의약품택배보조배터리대여현금 출금undefined
1400,GS25삼선푸르지오점,서울,성북구,"보문로29다길7,",상가,104호(삼선동3가,"115-1,",대우푸르지오),,,,,의약품택배현금 출금
1401,GS25삼성RND점,서울,서초구,"성촌1길6,",1층,(우면동,"687-2,",성촌빌딩),,,,,CAFE25의약품택배
1402,GS25삼성그린점,서울,강남구,"삼성로107길31,",1층,(삼성동,123-4),,,,,,CAFE25의약품택배보조배터리대여현금 입/출금현금 출금
1403,GS25삼성메디슨점,서울,강남구,대치동1000-10번지,,,,,,,,,CAFE25의약품택배현금 출금
1404,GS25삼성본점,서울,강남구,"삼성로111길7,",1층,(삼성동,"51-3,",현대빌딩),,,,,치킨25의약품택배현금 입/출금현금 출금
1405,GS25삼성봉은점,서울,강남구,봉은사로71길6,(삼성2동,49-4),,,,,,,CAFE25의약품택배현금 출금
1406,GS25삼성산주공점,서울,관악구,"호암로399,",상가,B105호,(신림동,"1714,",삼성산주공아파트3단지),,,,CAFE25베이커리치킨25의약품택배현금 출금
1407,GS25삼성선릉점,서울,강남구,삼성로95길15(삼성2동,144),,,,,,,,CAFE25치킨25의약품택배현금 출금undefined
1408,GS25삼성스타점,서울,강남구,"테헤란로77길11-16,",1층,(삼성동,143-14),,,,,,CAFE25의약품택배현금 출금undefined
1409,GS25삼성스테이트점,서울,강남구,"삼성로115길18,",1층,(삼성동,24-25),,,,,,CAFE25의약품택배현금 출금
1410,GS25삼성승리점,서울,강남구,테헤란로63길17,(삼성동,140-35),,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금undefinedundefined
1411,GS25삼성아트점,서울,강남구,"테헤란로107길11,",1층,(삼성동,"169-10,",지상),,,,,CAFE25의약품택배
1412,GS25삼성언주점,서울,강남구,선릉로120길8(삼성2동,34-10),,,,,,,,CAFE25의약품택배보조배터리대여현금 출금
1413,GS25삼성역점,서울,강남구,"영동대로510,",1층(삼성1동,168),,,,,,,로또판매CAFE25의약품현금 출금
1414,GS25삼성영진점,서울,강남구,"테헤란로87길37,",1층,(삼성1동,"153-63,",영진빌딩),,,,,CAFE25의약품보조배터리대여
1415,GS25삼성으뜸점,서울,강남구,"선릉로116길8,",1층(삼성2동,35-20),,,,,,,CAFE25치킨25의약품택배현금 출금
1416,GS25삼성제일점,서울,강남구,"봉은사로82길16,",1층,(삼성1동,"145-29,",삼성동스카이빌),,,,,CAFE25치킨25의약품택배현금 출금
1417,GS25삼성중앙점,서울,강남구,"삼성로107길9,",1층,(삼성동,121-23),,,,,,의약품택배현금 출금
1418,GS25삼성진우점,서울,강남구,"봉은사로112길18,",1층,(삼성동,165-10),,,,,,CAFE25베이커리치킨25의약품택배현금 출금
1419,GS25삼성캐슬점,서울,강남구,"봉은사로57길67,",102호(삼성2동,10-21),,,,,,,택배보조배터리대여현금 출금
1420,GS25삼성터미널점,서울,강남구,"테헤란로81길26,",101호(삼성1동,157-10),,,,,,,CAFE25의약품택배현금 출금undefined
1421,GS25삼성한울점,서울,강남구,삼성로119길37,(삼성동,26-17),,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
1422,GS25삼양사거리역,서울,강북구,"삼양로201,",1층,"3호,4호",(미아동,745-100),,,,,CAFE25치킨25의약품택배현금 출금undefined
1423,GS25삼양역점,서울,강북구,"삼양로261,",1층,(미아동,"791-957,",대성빌딩),,,,,CAFE25의약품택배현금 출금undefined
1424,GS25삼육병원점,서울,동대문구,망우로16길11-15(휘경2동,276-3),,,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
1425,GS25삼전공원점,서울,송파구,"백제고분로232,",1층,102호,(삼전동,"49-4,",남양빌딩),,,,CAFE25의약품택배보조배터리대여현금 출금
1426,GS25삼전나루점,서울,송파구,"백제고분로21길34,",1층(삼전동,16),,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
1427,GS25삼전배명점,서울,송파구,"삼학사로81,",1층(삼전동,131-5),,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금undefined
1428,GS25삼전백제점,서울,송파구,"삼학사로13길13,",1층(삼전동,120),,,,,,,CAFE25베이커리치킨25의약품택배보조배터리대여현금 출금
1429,GS25삼전중앙점,서울,송파구,"삼전로4길17-1,",1층(삼전동,34-13),,,,,,,CAFE25의약품택배보조배터리대여현금 출금
1430,GS25삼전프라자점,서울,송파구,"삼전로8길10,",102호(삼전동,8-9),,,,,,,CAFE25의약품택배보조배터리대여현금 출금
1431,GS25삼전학교점,서울,송파구,"백제고분로28길41,",1층,코너(삼전동,69-13),,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
1432,GS25삼전호수점,서울,송파구,삼학사로95(삼전동,130-6),,,,,,,,의약품택배보조배터리대여
1433,GS25삼전희망점,서울,송파구,백제고분로27길11(삼전동,99-11),,,,,,,,CAFE25의약품택배보조배터리대여현금 출금
1434,GS25삼청제일점,서울,종로구,삼청로108(삼청동,71),,,,,,,,CAFE25택배TAX REFUND
1435,GS25상계1단지점,서울,노원구,"덕릉로459-37,","112,113호",(상계6.7동,"767-5,",상계주공1단지아파트상가),,,,,CAFE25의약품보조배터리대여
1436,GS25상계2단지점,서울,노원구,동일로1355,(상계6.7동,"746-5,",상계주공아파트2단지상가아파트상가(201동상가)103호),,,,,,의약품택배보조배터리대여현금 출금
1437,GS25상계4단지점,서울,노원구,"동일로214길21,",상가동,101호,(상계동,"751-1,",상계주공4단지아파트),,,,CAFE25의약품택배
1438,GS25상계6단지점,서울,노원구,"노원로421,",",",상계주공아파트6단지,제마상가동,"110,","111,112호",(상계동,720-7),,CAFE25베이커리치킨25의약품택배현금 출금undefined
1439,GS25상계9단지점,서울,노원구,"노원로540,",상계주공아파트,9단지상가,"112호,113호",(상계동,670-2),,,,CAFE25치킨25의약품택배현금 입/출금현금 출금
1440,GS25상계계상점,서울,노원구,한글비석로47길28,(상계동,456-99),,,,,,,CAFE25의약품택배현금 출금
1441,GS25상계대박점,서울,노원구,한글비석로44길31,(상계동,151-4),,,,,,,CAFE25의약품택배현금 입/출금현금 출금
1442,GS25상계동일점,서울,노원구,"동일로227길43,","101호,102호",(상계8동,"652-1,",평강교회),,,,,CAFE25치킨25의약품택배현금 출금undefined
1443,GS25상계반디점,서울,노원구,상계동463,외1필지상계신동아아파트상가,"101호,",102호,,,,,,CAFE25의약품택배보조배터리대여현금 출금undefinedundefined
1444,GS25상계보람점,서울,노원구,"한글비석로474,",상가,111호,(상계9동,"639-1,",보람),,,,의약품택배
1445,GS25상계센터점,서울,노원구,"동일로230가길33,",1층,101호,(상계동,1019-24),,,,,의약품택배
1446,GS25상계수락점,서울,노원구,"동일로241길44,","105호,",GS25,상계수락점,(상계동,1132-28),,,,CAFE25의약품택배현금 출금
1447,GS25상계역점,서울,노원구,한글비석로24길63(상계5동,155-13),,,,,,,,로또판매스포츠 토토CAFE25치킨25의약품택배현금 출금
1448,GS25상계우리점,서울,노원구,한글비석로46길72,(상계동,135-14),,,,,,,CAFE25치킨25의약품택배현금 출금undefined
1449,GS25상계으뜸점,서울,노원구,"노원로28길73,",1층,(상계동,"183,",성지빌딩),,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금undefinedundefined
1450,GS25상계은빛점,서울,노원구,"동일로245가길41,",상가동,1층,"106호,",107호,(상계동,1256),,,CAFE25치킨25의약품택배현금 출금
1451,GS25상계제일점,서울,노원구,"동일로228길23,","101,","102,",103호,(상계동,"626,",주공14단지상가),,,의약품택배보조배터리대여현금 출금
1452,GS25상계주공점,서울,노원구,"동일로217가길39,",1층,1호,(상계동,735-2),,,,,CAFE25치킨25의약품
1453,GS25상계초교점,서울,노원구,"상계로9길23,",103106호,(상계2동,"397-4,",사용빌딩),,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금undefined
1454,GS25상계크로바점,서울,노원구,상계동상계주공2단지제다상가동,1층,"105호,108호,109호,110호,119호",,,,,,,CAFE25치킨25의약품택배현금 출금undefined
1455,GS25상계타운점,서울,노원구,"동일로231길72,",104호(상계1동,"1068,",중앙하이츠아파트),,,,,,CAFE25의약품현금 출금
1456,GS25상계하이츠점,서울,노원구,"노원로32길19,",1층(상계2동,321-12),,,,,,,CAFE25의약품택배보조배터리대여현금 출금
1457,GS25상계행복점,서울,노원구,상계로18길31-7,(상계동,387-94),,,,,,,CAFE25치킨25의약품택배undefined
1458,GS25상계현대점,서울,노원구,동일로237길46,(상계동,1048-6),,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
1459,GS25상공회의소점,서울,중구,"세종대로39,",지하1층,(남대문로4가,"45,",상공회의소회관),,,,,CAFE25택배
1460,GS25상도건영점,서울,동작구,"만양로26,",상가동,2층,211호,(상도2동,"414,",건영아파트),,,CAFE25치킨25의약품택배보조배터리대여현금 출금undefinedundefined
1461,GS25상도골드점,서울,동작구,"양녕로26길52,",1층,전체,(상도동,"215-11,",필하우스),,,,베이커리치킨25의약품택배보조배터리대여현금 출금
1462,GS25상도동신점,서울,동작구,"장승배기로57,",1층,(상도2동,182-8),,,,,,CAFE25치킨25의약품택배보조배터리대여undefined
1463,GS25상도등용점,서울,동작구,"상도로15길73,",1층,(상도2동,361-154),,,,,,CAFE25치킨25의약품택배undefined
1464,GS25상도래미안점,서울,동작구,"상도로37길76,",1층,(상도동,"486,",리치타운),,,,,CAFE25치킨25의약품택배
1465,GS25상도맨션점,서울,동작구,"성대로189,",1층,(상도동,202-176),,,,,,CAFE25치킨25의약품택배현금 출금
1466,GS25상도모아점,서울,동작구,"상도로41가길15,",1층,(상도1동,"660-1,",모드모아세탁소),,,,,CAFE25치킨25의약품택배현금 출금
1467,GS25상도미래점,서울,동작구,"상도로60가길12,",1층(상도동,126-86),,,,,,,CAFE25베이커리치킨25의약품택배보조배터리대여현금 출금undefined
1468,GS25상도상현점,서울,동작구,"상도로56길5,","102,103호",(상도1동,491),,,,,,의약품현금 출금
1469,GS25상도성대점,서울,동작구,성대로62(상도3동,259-16),,,,,,,,의약품택배보조배터리대여현금 출금
1470,GS25상도스위트점,서울,동작구,"상도로15길13,",1층,(상도동,351-7),,,,,,CAFE25치킨25의약품택배현금 출금undefined
1471,GS25상도스카이점,서울,동작구,"성대로10길56,",1층,(상도동,279-275),,,,,,CAFE25치킨25의약품택배현금 출금
1472,GS25상도아람2호점,서울,동작구,국사봉8길77,(상도동,301-40),,,,,,,의약품택배
1473,GS25상도아람점,서울,동작구,"국사봉1길149,",1층,(상도동,289),,,,,,CAFE25치킨25의약품택배현금 출금
1474,GS25상도엠코점,서울,동작구,"상도로346-2,",(401동B-404호),(상도1동,"533,",상도엠코타운애스톤파크),,,,,CAFE25의약품택배undefined
1475,GS25상도역점,서울,동작구,"상도로293,",1층,(상도1동,"793-1,",몽블랑베이커리),,,,,CAFE25의약품현금 출금
