미세먼지농도
[검색조건]
지점명 : , 자료구분:일자료 , 기간 : 20160101 ~ 20181231

지점번호,지점명,일자,미세먼지농도(㎍/㎥)
102,백령도,2016-02-01,22
108,서울,2016-02-01,39
115,울릉도독도(감),2016-02-01,8
116,관악산,2016-02-01,37
119,수원,2016-02-01,32
121,영월,2016-02-01,31
130,울진,2016-02-01,22
132,안면도(감),2016-02-01,23
135,추풍령,2016-02-01,25
136,안동,2016-02-01,29
140,군산,2016-02-01,24
143,대구,2016-02-01,25
146,전주,2016-02-01,22
152,울산,2016-02-01,18
156,광주,2016-02-01,24
160,부산(레),2016-02-01,21
169,흑산도,2016-02-01,20
185,고산,2016-02-01,17
192,진주,2016-02-01,22
201,강화,2016-02-01,32
229,북격렬비도 *,2016-02-01,27
232,천안,2016-02-01,37
268,진도군,2016-02-01,20
273,문경,2016-02-01,28
501,연평도,2016-02-01,32
90,속초,2016-02-02,26
94,광덕산,2016-02-02,
100,대관령,2016-02-02,23
101,춘천,2016-02-02,43
102,백령도,2016-02-02,29
108,서울,2016-02-02,42
115,울릉도독도(감),2016-02-02,10
116,관악산,2016-02-02,34
119,수원,2016-02-02,41
121,영월,2016-02-02,40
130,울진,2016-02-02,24
132,안면도(감),2016-02-02,25
135,추풍령,2016-02-02,25
136,안동,2016-02-02,38
140,군산,2016-02-02,29
143,대구,2016-02-02,32
146,전주,2016-02-02,28
152,울산,2016-02-02,24
156,광주,2016-02-02,25
160,부산(레),2016-02-02,23
169,흑산도,2016-02-02,24
185,고산,2016-02-02,20
192,진주,2016-02-02,22
201,강화,2016-02-02,40
229,북격렬비도 *,2016-02-02,28
232,천안,2016-02-02,44
268,진도군,2016-02-02,21
273,문경,2016-02-02,29
501,연평도,2016-02-02,32
90,속초,2016-02-03,29
94,광덕산,2016-02-03,
100,대관령,2016-02-03,29
101,춘천,2016-02-03,57
102,백령도,2016-02-03,30
108,서울,2016-02-03,51
115,울릉도독도(감),2016-02-03,10
116,관악산,2016-02-03,35
119,수원,2016-02-03,53
121,영월,2016-02-03,46
130,울진,2016-02-03,25
132,안면도(감),2016-02-03,29
135,추풍령,2016-02-03,33
136,안동,2016-02-03,46
140,군산,2016-02-03,45
143,대구,2016-02-03,46
146,전주,2016-02-03,35
152,울산,2016-02-03,27
156,광주,2016-02-03,41
160,부산(레),2016-02-03,29
169,흑산도,2016-02-03,47
185,고산,2016-02-03,33
192,진주,2016-02-03,33
201,강화,2016-02-03,50
229,북격렬비도 *,2016-02-03,27
232,천안,2016-02-03,55
268,진도군,2016-02-03,37
273,문경,2016-02-03,40
501,연평도,2016-02-03,36
90,속초,2016-02-04,31
94,광덕산,2016-02-04,38
100,대관령,2016-02-04,31
101,춘천,2016-02-04,
102,백령도,2016-02-04,44
108,서울,2016-02-04,50
115,울릉도독도(감),2016-02-04,25
116,관악산,2016-02-04,40
119,수원,2016-02-04,53
121,영월,2016-02-04,51
130,울진,2016-02-04,31
132,안면도(감),2016-02-04,36
135,추풍령,2016-02-04,30
136,안동,2016-02-04,44
140,군산,2016-02-04,52
143,대구,2016-02-04,49
146,전주,2016-02-04,39
152,울산,2016-02-04,32
156,광주,2016-02-04,58
160,부산(레),2016-02-04,37
169,흑산도,2016-02-04,71
185,고산,2016-02-04,72
192,진주,2016-02-04,35
201,강화,2016-02-04,49
229,북격렬비도 *,2016-02-04,46
232,천안,2016-02-04,55
268,진도군,2016-02-04,56
273,문경,2016-02-04,36
501,연평도,2016-02-04,40
90,속초,2016-02-05,24
94,광덕산,2016-02-05,31
100,대관령,2016-02-05,26
101,춘천,2016-02-05,45
102,백령도,2016-02-05,31
108,서울,2016-02-05,41
115,울릉도독도(감),2016-02-05,26
116,관악산,2016-02-05,36
119,수원,2016-02-05,39
121,영월,2016-02-05,40
130,울진,2016-02-05,22
132,안면도(감),2016-02-05,25
135,추풍령,2016-02-05,26
136,안동,2016-02-05,35
140,군산,2016-02-05,34
143,대구,2016-02-05,30
146,전주,2016-02-05,31
152,울산,2016-02-05,22
156,광주,2016-02-05,33
160,부산(레),2016-02-05,23
169,흑산도,2016-02-05,31
185,고산,2016-02-05,32
192,진주,2016-02-05,29
201,강화,2016-02-05,46
229,북격렬비도 *,2016-02-05,29
232,천안,2016-02-05,42
268,진도군,2016-02-05,33
273,문경,2016-02-05,29
501,연평도,2016-02-05,35
90,속초,2016-02-06,26
94,광덕산,2016-02-06,43
100,대관령,2016-02-06,22
101,춘천,2016-02-06,51
102,백령도,2016-02-06,25
108,서울,2016-02-06,47
115,울릉도독도(감),2016-02-06,21
116,관악산,2016-02-06,44
119,수원,2016-02-06,42
121,영월,2016-02-06,38
130,울진,2016-02-06,24
132,안면도(감),2016-02-06,32
135,추풍령,2016-02-06,31
136,안동,2016-02-06,37
140,군산,2016-02-06,33
143,대구,2016-02-06,36
146,전주,2016-02-06,28
152,울산,2016-02-06,29
156,광주,2016-02-06,31
160,부산(레),2016-02-06,29
169,흑산도,2016-02-06,26
185,고산,2016-02-06,24
192,진주,2016-02-06,25
201,강화,2016-02-06,48
229,북격렬비도 *,2016-02-06,28
232,천안,2016-02-06,46
268,진도군,2016-02-06,24
273,문경,2016-02-06,35
501,연평도,2016-02-06,37
90,속초,2016-02-07,28
94,광덕산,2016-02-07,33
100,대관령,2016-02-07,22
101,춘천,2016-02-07,47
102,백령도,2016-02-07,18
108,서울,2016-02-07,42
115,울릉도독도(감),2016-02-07,14
116,관악산,2016-02-07,33
119,수원,2016-02-07,42
121,영월,2016-02-07,40
130,울진,2016-02-07,17
132,안면도(감),2016-02-07,30
135,추풍령,2016-02-07,29
136,안동,2016-02-07,39
140,군산,2016-02-07,33
143,대구,2016-02-07,32
146,전주,2016-02-07,26
152,울산,2016-02-07,24
156,광주,2016-02-07,26
160,부산(레),2016-02-07,22
169,흑산도,2016-02-07,20
185,고산,2016-02-07,20
192,진주,2016-02-07,30
201,강화,2016-02-07,40
229,북격렬비도 *,2016-02-07,22
232,천안,2016-02-07,46
268,진도군,2016-02-07,23
273,문경,2016-02-07,37
501,연평도,2016-02-07,26
90,속초,2016-02-08,35
94,광덕산,2016-02-08,36
100,대관령,2016-02-08,30
101,춘천,2016-02-08,43
102,백령도,2016-02-08,77
108,서울,2016-02-08,65
115,울릉도독도(감),2016-02-08,23
116,관악산,2016-02-08,53
119,수원,2016-02-08,62
121,영월,2016-02-08,45
130,울진,2016-02-08,31
132,안면도(감),2016-02-08,49
135,추풍령,2016-02-08,40
136,안동,2016-02-08,50
140,군산,2016-02-08,47
143,대구,2016-02-08,39
146,전주,2016-02-08,36
152,울산,2016-02-08,25
156,광주,2016-02-08,50
160,부산(레),2016-02-08,30
169,흑산도,2016-02-08,66
185,고산,2016-02-08,57
192,진주,2016-02-08,38
201,강화,2016-02-08,63
229,북격렬비도 *,2016-02-08,75
232,천안,2016-02-08,55
268,진도군,2016-02-08,44
273,문경,2016-02-08,47
501,연평도,2016-02-08,64
90,속초,2016-02-09,25
94,광덕산,2016-02-09,27
100,대관령,2016-02-09,33
101,춘천,2016-02-09,40
102,백령도,2016-02-09,33
108,서울,2016-02-09,46
115,울릉도독도(감),2016-02-09,32
116,관악산,2016-02-09,39
119,수원,2016-02-09,43
121,영월,2016-02-09,42
130,울진,2016-02-09,33
132,안면도(감),2016-02-09,55
135,추풍령,2016-02-09,38
136,안동,2016-02-09,46
140,군산,2016-02-09,53
143,대구,2016-02-09,45
146,전주,2016-02-09,46
152,울산,2016-02-09,38
156,광주,2016-02-09,60
160,부산(레),2016-02-09,40
169,흑산도,2016-02-09,53
185,고산,2016-02-09,55
192,진주,2016-02-09,37
201,강화,2016-02-09,46
229,북격렬비도 *,2016-02-09,41
232,천안,2016-02-09,52
268,진도군,2016-02-09,54
273,문경,2016-02-09,41
501,연평도,2016-02-09,39
90,속초,2016-02-10,18
94,광덕산,2016-02-10,15
100,대관령,2016-02-10,24
101,춘천,2016-02-10,34
102,백령도,2016-02-10,24
108,서울,2016-02-10,31
115,울릉도독도(감),2016-02-10,25
116,관악산,2016-02-10,25
119,수원,2016-02-10,38
121,영월,2016-02-10,28
130,울진,2016-02-10,20
132,안면도(감),2016-02-10,36
135,추풍령,2016-02-10,37
136,안동,2016-02-10,33
140,군산,2016-02-10,36
143,대구,2016-02-10,38
146,전주,2016-02-10,30
152,울산,2016-02-10,25
156,광주,2016-02-10,41
160,부산(레),2016-02-10,21
169,흑산도,2016-02-10,38
185,고산,2016-02-10,35
192,진주,2016-02-10,26
201,강화,2016-02-10,35
229,북격렬비도 *,2016-02-10,35
232,천안,2016-02-10,42
268,진도군,2016-02-10,30
273,문경,2016-02-10,31
501,연평도,2016-02-10,26
90,속초,2016-02-11,26
94,광덕산,2016-02-11,32
100,대관령,2016-02-11,32
101,춘천,2016-02-11,57
102,백령도,2016-02-11,36
108,서울,2016-02-11,36
115,울릉도독도(감),2016-02-11,17
116,관악산,2016-02-11,35
119,수원,2016-02-11,39
121,영월,2016-02-11,31
130,울진,2016-02-11,21
132,안면도(감),2016-02-11,35
135,추풍령,2016-02-11,30
136,안동,2016-02-11,40
140,군산,2016-02-11,40
143,대구,2016-02-11,42
146,전주,2016-02-11,30
152,울산,2016-02-11,26
156,광주,2016-02-11,38
160,부산(레),2016-02-11,17
169,흑산도,2016-02-11,34
185,고산,2016-02-11,46
192,진주,2016-02-11,27
201,강화,2016-02-11,59
229,북격렬비도 *,2016-02-11,39
232,천안,2016-02-11,39
268,진도군,2016-02-11,31
273,문경,2016-02-11,31
501,연평도,2016-02-11,45
90,속초,2016-02-12,33
94,광덕산,2016-02-12,
100,대관령,2016-02-12,18
101,춘천,2016-02-12,42
102,백령도,2016-02-12,13
108,서울,2016-02-12,26
115,울릉도독도(감),2016-02-12,16
116,관악산,2016-02-12,23
119,수원,2016-02-12,28
121,영월,2016-02-12,31
130,울진,2016-02-12,28
132,안면도(감),2016-02-12,17
135,추풍령,2016-02-12,20
136,안동,2016-02-12,38
140,군산,2016-02-12,19
143,대구,2016-02-12,
146,전주,2016-02-12,14
152,울산,2016-02-12,24
156,광주,2016-02-12,16
160,부산(레),2016-02-12,21
169,흑산도,2016-02-12,14
185,고산,2016-02-12,19
192,진주,2016-02-12,14
201,강화,2016-02-12,36
229,북격렬비도 *,2016-02-12,26
232,천안,2016-02-12,26
268,진도군,2016-02-12,16
273,문경,2016-02-12,31
501,연평도,2016-02-12,28
90,속초,2016-02-13,24
94,광덕산,2016-02-13,
100,대관령,2016-02-13,
101,춘천,2016-02-13,36
102,백령도,2016-02-13,13
108,서울,2016-02-13,12
115,울릉도독도(감),2016-02-13,
116,관악산,2016-02-13,
119,수원,2016-02-13,15
121,영월,2016-02-13,18
130,울진,2016-02-13,23
132,안면도(감),2016-02-13,12
135,추풍령,2016-02-13,13
136,안동,2016-02-13,26
140,군산,2016-02-13,16
143,대구,2016-02-13,32
146,전주,2016-02-13,12
152,울산,2016-02-13,18
156,광주,2016-02-13,12
160,부산(레),2016-02-13,
169,흑산도,2016-02-13,
185,고산,2016-02-13,12
192,진주,2016-02-13,
201,강화,2016-02-13,22
229,북격렬비도 *,2016-02-13,11
232,천안,2016-02-13,12
268,진도군,2016-02-13,9
273,문경,2016-02-13,15
501,연평도,2016-02-13,12
90,속초,2016-02-14,16
94,광덕산,2016-02-14,
100,대관령,2016-02-14,
101,춘천,2016-02-14,
102,백령도,2016-02-14,37
108,서울,2016-02-14,27
115,울릉도독도(감),2016-02-14,
116,관악산,2016-02-14,21
119,수원,2016-02-14,25
121,영월,2016-02-14,20
130,울진,2016-02-14,13
132,안면도(감),2016-02-14,40
135,추풍령,2016-02-14,20
136,안동,2016-02-14,22
140,군산,2016-02-14,34
143,대구,2016-02-14,21
146,전주,2016-02-14,26
152,울산,2016-02-14,17
156,광주,2016-02-14,29
160,부산(레),2016-02-14,
169,흑산도,2016-02-14,35
185,고산,2016-02-14,32
192,진주,2016-02-14,12
201,강화,2016-02-14,28
229,북격렬비도 *,2016-02-14,37
232,천안,2016-02-14,35
268,진도군,2016-02-14,32
273,문경,2016-02-14,22
501,연평도,2016-02-14,33
90,속초,2016-02-15,18
94,광덕산,2016-02-15,17
100,대관령,2016-02-15,18
101,춘천,2016-02-15,27
102,백령도,2016-02-15,24
108,서울,2016-02-15,33
115,울릉도독도(감),2016-02-15,
116,관악산,2016-02-15,32
119,수원,2016-02-15,28
121,영월,2016-02-15,22
130,울진,2016-02-15,17
132,안면도(감),2016-02-15,31
135,추풍령,2016-02-15,20
136,안동,2016-02-15,24
140,군산,2016-02-15,28
143,대구,2016-02-15,24
146,전주,2016-02-15,21
152,울산,2016-02-15,20
156,광주,2016-02-15,25
160,부산(레),2016-02-15,19
169,흑산도,2016-02-15,21
185,고산,2016-02-15,21
192,진주,2016-02-15,17
201,강화,2016-02-15,31
229,북격렬비도 *,2016-02-15,31
232,천안,2016-02-15,34
268,진도군,2016-02-15,
273,문경,2016-02-15,22
501,연평도,2016-02-15,31
90,속초,2016-02-16,19
94,광덕산,2016-02-16,17
100,대관령,2016-02-16,20
101,춘천,2016-02-16,27
102,백령도,2016-02-16,22
108,서울,2016-02-16,28
115,울릉도독도(감),2016-02-16,
116,관악산,2016-02-16,21
119,수원,2016-02-16,29
121,영월,2016-02-16,22
130,울진,2016-02-16,19
132,안면도(감),2016-02-16,30
135,추풍령,2016-02-16,19
136,안동,2016-02-16,26
140,군산,2016-02-16,29
143,대구,2016-02-16,27
146,전주,2016-02-16,22
152,울산,2016-02-16,20
156,광주,2016-02-16,31
160,부산(레),2016-02-16,24
169,흑산도,2016-02-16,34
185,고산,2016-02-16,37
192,진주,2016-02-16,29
201,강화,2016-02-16,26
229,북격렬비도 *,2016-02-16,31
232,천안,2016-02-16,26
268,진도군,2016-02-16,
273,문경,2016-02-16,23
501,연평도,2016-02-16,20
90,속초,2016-02-17,25
94,광덕산,2016-02-17,31
100,대관령,2016-02-17,23
101,춘천,2016-02-17,36
102,백령도,2016-02-17,34
108,서울,2016-02-17,39
116,관악산,2016-02-17,32
119,수원,2016-02-17,34
121,영월,2016-02-17,27
130,울진,2016-02-17,20
132,안면도(감),2016-02-17,25
135,추풍령,2016-02-17,20
136,안동,2016-02-17,29
140,군산,2016-02-17,24
143,대구,2016-02-17,26
146,전주,2016-02-17,19
152,울산,2016-02-17,22
156,광주,2016-02-17,24
160,부산(레),2016-02-17,20
169,흑산도,2016-02-17,24
185,고산,2016-02-17,26
192,진주,2016-02-17,23
201,강화,2016-02-17,36
229,북격렬비도 *,2016-02-17,26
232,천안,2016-02-17,32
268,진도군,2016-02-17,23
273,문경,2016-02-17,26
501,연평도,2016-02-17,32
90,속초,2016-02-18,39
94,광덕산,2016-02-18,37
100,대관령,2016-02-18,33
101,춘천,2016-02-18,43
102,백령도,2016-02-18,59
108,서울,2016-02-18,43
116,관악산,2016-02-18,
119,수원,2016-02-18,39
121,영월,2016-02-18,37
130,울진,2016-02-18,28
132,안면도(감),2016-02-18,32
135,추풍령,2016-02-18,35
136,안동,2016-02-18,47
140,군산,2016-02-18,29
143,대구,2016-02-18,42
146,전주,2016-02-18,23
152,울산,2016-02-18,27
156,광주,2016-02-18,31
160,부산(레),2016-02-18,24
169,흑산도,2016-02-18,32
185,고산,2016-02-18,24
192,진주,2016-02-18,28
201,강화,2016-02-18,46
229,북격렬비도 *,2016-02-18,46
232,천안,2016-02-18,34
268,진도군,2016-02-18,21
273,문경,2016-02-18,34
501,연평도,2016-02-18,48
90,속초,2016-02-19,41
94,광덕산,2016-02-19,51
100,대관령,2016-02-19,37
101,춘천,2016-02-19,67
102,백령도,2016-02-19,32
108,서울,2016-02-19,71
116,관악산,2016-02-19,
119,수원,2016-02-19,81
121,영월,2016-02-19,58
130,울진,2016-02-19,37
132,안면도(감),2016-02-19,62
135,추풍령,2016-02-19,47
136,안동,2016-02-19,64
140,군산,2016-02-19,65
143,대구,2016-02-19,51
146,전주,2016-02-19,52
152,울산,2016-02-19,43
156,광주,2016-02-19,54
160,부산(레),2016-02-19,40
169,흑산도,2016-02-19,58
185,고산,2016-02-19,57
192,진주,2016-02-19,38
201,강화,2016-02-19,67
229,북격렬비도 *,2016-02-19,61
232,천안,2016-02-19,75
268,진도군,2016-02-19,70
273,문경,2016-02-19,47
501,연평도,2016-02-19,50
90,속초,2016-02-20,34
94,광덕산,2016-02-20,33
100,대관령,2016-02-20,27
101,춘천,2016-02-20,39
102,백령도,2016-02-20,29
108,서울,2016-02-20,41
116,관악산,2016-02-20,
119,수원,2016-02-20,45
121,영월,2016-02-20,44
130,울진,2016-02-20,35
132,안면도(감),2016-02-20,39
135,추풍령,2016-02-20,44
136,안동,2016-02-20,57
140,군산,2016-02-20,47
143,대구,2016-02-20,56
146,전주,2016-02-20,45
152,울산,2016-02-20,41
156,광주,2016-02-20,45
160,부산(레),2016-02-20,42
169,흑산도,2016-02-20,35
185,고산,2016-02-20,34
192,진주,2016-02-20,57
201,강화,2016-02-20,36
229,북격렬비도 *,2016-02-20,31
232,천안,2016-02-20,58
268,진도군,2016-02-20,40
273,문경,2016-02-20,45
501,연평도,2016-02-20,31
90,속초,2016-02-21,21
94,광덕산,2016-02-21,21
100,대관령,2016-02-21,20
101,춘천,2016-02-21,27
102,백령도,2016-02-21,28
108,서울,2016-02-21,25
119,수원,2016-02-21,24
121,영월,2016-02-21,20
130,울진,2016-02-21,20
132,안면도(감),2016-02-21,22
135,추풍령,2016-02-21,22
136,안동,2016-02-21,24
140,군산,2016-02-21,23
143,대구,2016-02-21,24
146,전주,2016-02-21,22
152,울산,2016-02-21,25
156,광주,2016-02-21,26
160,부산(레),2016-02-21,21
169,흑산도,2016-02-21,31
185,고산,2016-02-21,46
192,진주,2016-02-21,22
201,강화,2016-02-21,27
229,북격렬비도 *,2016-02-21,22
232,천안,2016-02-21,28
268,진도군,2016-02-21,31
273,문경,2016-02-21,21
501,연평도,2016-02-21,24
90,속초,2016-02-22,27
94,광덕산,2016-02-22,36
100,대관령,2016-02-22,33
101,춘천,2016-02-22,41
102,백령도,2016-02-22,42
108,서울,2016-02-22,44
116,관악산,2016-02-22,
119,수원,2016-02-22,40
121,영월,2016-02-22,28
130,울진,2016-02-22,18
132,안면도(감),2016-02-22,24
135,추풍령,2016-02-22,28
136,안동,2016-02-22,30
140,군산,2016-02-22,34
143,대구,2016-02-22,41
146,전주,2016-02-22,35
152,울산,2016-02-22,30
156,광주,2016-02-22,40
160,부산(레),2016-02-22,25
169,흑산도,2016-02-22,34
185,고산,2016-02-22,33
192,진주,2016-02-22,24
201,강화,2016-02-22,40
229,북격렬비도 *,2016-02-22,25
232,천안,2016-02-22,39
268,진도군,2016-02-22,32
273,문경,2016-02-22,24
501,연평도,2016-02-22,27
90,속초,2016-02-23,50
94,광덕산,2016-02-23,30
100,대관령,2016-02-23,42
101,춘천,2016-02-23,42
102,백령도,2016-02-23,43
108,서울,2016-02-23,50
116,관악산,2016-02-23,40
119,수원,2016-02-23,47
121,영월,2016-02-23,41
130,울진,2016-02-23,38
132,안면도(감),2016-02-23,45
135,추풍령,2016-02-23,49
136,안동,2016-02-23,52
140,군산,2016-02-23,54
143,대구,2016-02-23,56
146,전주,2016-02-23,51
152,울산,2016-02-23,57
156,광주,2016-02-23,62
160,부산(레),2016-02-23,54
169,흑산도,2016-02-23,76
185,고산,2016-02-23,66
192,진주,2016-02-23,56
201,강화,2016-02-23,44
229,북격렬비도 *,2016-02-23,59
232,천안,2016-02-23,42
268,진도군,2016-02-23,59
273,문경,2016-02-23,55
501,연평도,2016-02-23,35
90,속초,2016-02-24,23
94,광덕산,2016-02-24,22
100,대관령,2016-02-24,18
101,춘천,2016-02-24,28
102,백령도,2016-02-24,26
108,서울,2016-02-24,35
116,관악산,2016-02-24,29
119,수원,2016-02-24,25
121,영월,2016-02-24,23
130,울진,2016-02-24,12
132,안면도(감),2016-02-24,22
135,추풍령,2016-02-24,20
136,안동,2016-02-24,26
140,군산,2016-02-24,23
143,대구,2016-02-24,27
146,전주,2016-02-24,21
152,울산,2016-02-24,23
156,광주,2016-02-24,22
160,부산(레),2016-02-24,27
169,흑산도,2016-02-24,21
185,고산,2016-02-24,18
192,진주,2016-02-24,17
201,강화,2016-02-24,32
229,북격렬비도 *,2016-02-24,25
232,천안,2016-02-24,30
268,진도군,2016-02-24,19
273,문경,2016-02-24,22
501,연평도,2016-02-24,25
90,속초,2016-02-25,30
94,광덕산,2016-02-25,37
100,대관령,2016-02-25,31
101,춘천,2016-02-25,39
102,백령도,2016-02-25,43
108,서울,2016-02-25,54
116,관악산,2016-02-25,44
119,수원,2016-02-25,45
121,영월,2016-02-25,34
130,울진,2016-02-25,27
132,안면도(감),2016-02-25,32
135,추풍령,2016-02-25,29
136,안동,2016-02-25,35
140,군산,2016-02-25,38
143,대구,2016-02-25,34
146,전주,2016-02-25,31
152,울산,2016-02-25,30
156,광주,2016-02-25,37
160,부산(레),2016-02-25,27
169,흑산도,2016-02-25,38
185,고산,2016-02-25,31
192,진주,2016-02-25,26
201,강화,2016-02-25,52
229,북격렬비도 *,2016-02-25,41
232,천안,2016-02-25,39
268,진도군,2016-02-25,30
273,문경,2016-02-25,33
501,연평도,2016-02-25,42
90,속초,2016-02-26,22
94,광덕산,2016-02-26,31
100,대관령,2016-02-26,31
101,춘천,2016-02-26,38
102,백령도,2016-02-26,26
108,서울,2016-02-26,49
116,관악산,2016-02-26,45
119,수원,2016-02-26,47
121,영월,2016-02-26,46
130,울진,2016-02-26,42
132,안면도(감),2016-02-26,55
135,추풍령,2016-02-26,57
136,안동,2016-02-26,64
140,군산,2016-02-26,60
143,대구,2016-02-26,59
146,전주,2016-02-26,41
152,울산,2016-02-26,54
156,광주,2016-02-26,81
160,부산(레),2016-02-26,64
169,흑산도,2016-02-26,56
185,고산,2016-02-26,52
192,진주,2016-02-26,60
201,강화,2016-02-26,42
229,북격렬비도 *,2016-02-26,65
232,천안,2016-02-26,63
268,진도군,2016-02-26,53
273,문경,2016-02-26,64
501,연평도,2016-02-26,25
90,속초,2016-02-27,35
94,광덕산,2016-02-27,53
100,대관령,2016-02-27,36
101,춘천,2016-02-27,52
102,백령도,2016-02-27,49
108,서울,2016-02-27,59
116,관악산,2016-02-27,49
119,수원,2016-02-27,51
121,영월,2016-02-27,53
130,울진,2016-02-27,40
132,안면도(감),2016-02-27,41
135,추풍령,2016-02-27,51
136,안동,2016-02-27,59
140,군산,2016-02-27,64
143,대구,2016-02-27,67
146,전주,2016-02-27,55
152,울산,2016-02-27,65
156,광주,2016-02-27,106
160,부산(레),2016-02-27,85
169,흑산도,2016-02-27,97
185,고산,2016-02-27,64
192,진주,2016-02-27,77
201,강화,2016-02-27,69
229,북격렬비도 *,2016-02-27,42
232,천안,2016-02-27,67
268,진도군,2016-02-27,92
273,문경,2016-02-27,52
