date.gs,reg_02.gs,마스크,스타킹,스테디셀러,일회용품,"계절성(여름,겨울)",00~19,20~39,40~59,60~99,F,M,temp_max,wind_max,temp_min,temp_avg,wa_avg,rain_sum,temp_range,rain
2017-06-19,1분위수,21,98,8328,287,10054,700,12505,5198,385,10659,8129,30,4,19.2,24.8,1.5,0,10.9,N
2017-06-19,2분위수,77,168,11238,548,11516,602,15934,6374,637,14272,9275,30.4,3,19,24.5,1.1,0,11.4,N
2017-06-19,3분위수,42,49,10283,364,11506,630,15641,5349,624,13908,8336,30,3,17.4,24,1.2,0,12.6,N
2017-06-19,4분위수,105,224,22789,1195,25960,868,35392,12671,1342,29787,20486,30.7,3.3,19.3,25,1.5,0,11.4,N
2017-06-20,1분위수,21,126,8405,336,10179,483,12894,5465,358,10687,8513,32.1,4,20,25.9,1.6,0,12.2,N
2017-06-20,2분위수,56,147,12103,443,11596,749,17580,5855,413,15881,8716,32.4,3,19.6,25.6,1.2,0,12.8,N
2017-06-20,3분위수,56,91,11933,448,10677,651,16226,6048,476,14058,9343,32,3.3,18.2,25.2,1.2,0,13.7,N
2017-06-20,4분위수,105,372,26590,948,25990,1281,37405,14146,1468,31412,22888,32.4,3.4,20.4,25.9,1.5,0,12.1,N
2017-06-21,1분위수,14,105,8106,337,10713,441,13037,5320,484,10827,8455,30.7,5.8,21.6,25.1,2.4,0,9.1,N
2017-06-21,2분위수,42,105,11704,519,12250,757,16911,6419,561,15598,9050,31.4,4.1,21.2,25.2,1.6,0,10.1,N
2017-06-21,3분위수,28,105,10542,253,12375,770,16559,5455,540,14919,8405,31.1,4.2,20.7,24.8,1.8,0,10.4,N
2017-06-21,4분위수,98,365,26684,1033,27421,1108,39483,13703,1363,31358,24299,26.5,3.9,17,20.8,1.7,0,9.4,N
2017-06-22,1분위수,21,126,8797,301,9433,476,12250,5567,385,10254,8424,29.9,4.8,20.7,25.1,2.1,0,9.2,N
2017-06-22,2분위수,14,84,11687,491,12699,756,16410,7015,794,14999,9976,30.3,3.6,20.6,25,1.5,0,9.8,N
2017-06-22,3분위수,42,84,11436,372,12371,931,16032,6957,399,14859,9460,29.9,3.9,19.8,24.6,1.6,0,10.2,N
2017-06-22,4분위수,105,357,26675,1061,27274,1043,38203,15007,1226,32992,22487,30.4,3.8,21.1,25.2,1.8,0,9.3,N
2017-06-23,1분위수,14,98,8109,392,12418,497,13344,6854,336,12225,8806,33.8,5,21.5,26.8,1.7,0,12.3,N
2017-06-23,2분위수,126,126,12080,521,15253,974,18852,7601,707,17302,10832,33.7,3.6,20.8,26.6,1.2,0,13,N
2017-06-23,3분위수,28,126,11640,329,13619,798,17878,6709,364,15987,9762,33.3,4,19.9,26,1.3,0,13.4,N
2017-06-23,4분위수,133,428,27862,1110,32932,1058,42930,17004,1473,37241,25224,33.5,4.1,21.4,26.8,1.5,0,12.1,N
2017-06-24,1분위수,0,84,9569,309,9639,631,12449,6698,1047,12197,8628,27.6,3.7,20.8,24.3,1.1,2.2,6.9,Y
2017-06-24,2분위수,77,70,14061,590,14009,1009,21095,7825,567,18997,11499,27.3,3.4,20.4,23.9,1.2,2,6.9,Y
2017-06-24,3분위수,35,91,13834,329,13613,1066,20007,7373,624,17125,11945,27.4,2.8,19.9,23.6,0.9,1.6,7.5,Y
2017-06-24,4분위수,77,287,31941,1090,27653,1296,47546,15615,1725,40297,25885,28.2,3.8,20.7,24.3,1.2,2.5,7.5,Y
2017-06-25,1분위수,35,42,9001,238,9357,611,12039,5890,667,11312,7895,28,4,20.6,23.4,1.3,5.2,7.4,Y
2017-06-25,2분위수,28,49,13710,450,12655,735,19489,7197,526,16884,11063,28.4,3.5,20.2,23.1,1.3,13.3,8.2,Y
2017-06-25,3분위수,7,98,17493,435,13770,693,18658,12572,596,21215,11304,27.9,3.3,19.7,22.6,1,11.8,8.2,Y
2017-06-25,4분위수,63,203,30610,1236,26887,1183,42742,15118,1848,36617,24274,28.6,3.1,20.7,23.9,1.1,3.8,7.9,Y
2017-06-26,1분위수,42,98,7819,315,7184,441,11131,4457,322,9560,6791,29.4,5.4,20,23,1.6,20.7,9.4,Y
2017-06-26,2분위수,28,175,11114,484,9687,714,15862,5844,504,13988,8936,29.9,5.3,19.7,22.7,1.9,18.6,10.2,Y
2017-06-26,3분위수,7,112,10711,371,9353,736,14690,5980,322,12981,8747,29.2,3.8,19.5,22.4,1.3,10,9.8,Y
2017-06-26,4분위수,56,280,24672,968,22622,1143,36289,12409,1685,30619,20907,30.3,4.6,20,23.3,1.7,25.6,10.3,Y
2017-06-27,1분위수,21,126,8307,308,9166,730,11745,5292,308,10143,7932,30,4.4,20.6,24.8,1.6,4.8,9.4,Y
2017-06-27,2분위수,42,119,11818,497,13643,889,19331,5794,413,15205,11222,30.2,3.2,20.4,24.7,1.4,1.2,9.8,Y
2017-06-27,3분위수,7,84,10462,364,11347,785,15182,6058,470,13329,9166,29.7,3,19.7,24.3,1.3,3,10,Y
2017-06-27,4분위수,84,252,25230,1041,26746,1351,37376,13875,1361,30569,23394,29.9,3.6,20.8,24.9,1.6,1.9,9.1,Y
2017-06-28,1분위수,42,119,8510,231,10347,497,12609,5779,364,11183,8066,30.8,4.2,22.2,26,1.8,0.1,8.6,Y
2017-06-28,2분위수,7,84,11255,541,12202,581,16416,6770,322,15006,9083,30.8,3.1,21.8,25.7,1.2,0,9.1,N
2017-06-28,3분위수,28,98,10439,350,12321,708,16119,5905,525,14279,8978,30.5,3.2,21.5,25.4,1.3,1.9,9.1,Y
2017-06-28,4분위수,21,245,26174,1117,26175,1207,36600,14517,1443,31528,22239,30.6,3.4,22.1,25.9,1.5,0,8.5,N
2017-06-29,1분위수,14,63,8495,259,9834,644,11769,5937,322,10712,7960,31.2,4.1,21.9,26.2,1.8,0,9.3,N
2017-06-29,2분위수,21,182,12684,450,12030,686,17572,6443,666,14249,11118,31.6,3.1,21.5,26,1.3,0,10.2,N
2017-06-29,3분위수,21,84,10475,238,11818,498,14591,6851,696,13638,8998,25.9,3,15.7,20.6,1.3,0,10.3,N
2017-06-29,4분위수,56,252,26057,1041,27720,903,38823,14060,1453,32567,22672,31.2,3.4,21.7,25.9,1.5,0,9.5,N
2017-06-30,1분위수,7,119,9798,295,11984,553,14010,7213,427,12372,9831,30.9,3.7,22.4,26.2,1.8,0,8.5,N
2017-06-30,2분위수,28,91,13525,547,14051,609,18979,7932,750,17707,10563,31.2,3.1,21.8,26.1,1.3,0,9.5,N
2017-06-30,3분위수,21,63,12312,308,13415,687,17308,7402,736,16332,9801,30.8,3.2,21.1,25.6,1.3,0,9.7,N
2017-06-30,4분위수,119,323,32439,1139,29188,980,41191,19720,1338,35257,27972,30.8,3.5,22.2,26.1,1.6,0,8.6,N
2017-07-01,1분위수,14,91,11334,344,12849,603,17372,7616,420,15064,10947,30.6,4.6,22.7,25.3,1.7,0.8,7.9,Y
2017-07-01,2분위수,21,105,14820,611,15822,735,22557,8835,701,20322,12506,30.3,3.9,22.2,24.9,1.3,0.5,8.1,Y
2017-07-01,3분위수,14,56,14009,477,14965,749,19873,8948,709,17945,12334,30.2,3.2,21.6,24.8,1.3,1.2,8.5,Y
2017-07-01,4분위수,176,329,35345,1180,32954,1239,51725,18055,3544,44364,30199,30.5,3.6,22.3,25,1.4,0.7,8.2,Y
2017-07-02,1분위수,21,14,9284,379,8308,511,12547,5300,378,10709,8027,27.1,6.1,22.2,24.5,2,76,4.9,Y
2017-07-02,2분위수,21,49,13735,428,12320,602,19068,7201,743,16262,11352,26.9,4.4,21.8,24.1,1.4,79.8,5.1,Y
2017-07-02,3분위수,49,70,15038,301,11861,798,19094,7787,532,16476,11735,27.1,3.9,21.8,24.2,1.4,83,5.2,Y
2017-07-02,4분위수,70,154,30924,962,26482,1471,43077,15121,1861,34911,26619,27.3,4.3,22.3,24.5,1.5,79.4,5,Y
2017-07-03,1분위수,14,63,9557,492,9116,644,12729,5686,393,10927,8525,28.4,6.2,22.2,25.1,3.1,49.6,6.2,Y
2017-07-03,2분위수,35,70,12566,598,10212,672,16480,6483,316,14246,9705,24,4.8,16.6,19.9,2,32.6,7,Y
2017-07-03,3분위수,28,42,11727,371,8973,848,14720,5481,491,12510,9030,23.6,4.6,16.5,19.8,2.2,50.2,6.5,Y
2017-07-03,4분위수,63,428,27555,1132,23075,1316,35675,14643,1524,32048,21110,28.6,4.8,22.2,25.2,2.3,35.6,6.3,Y
2017-07-04,1분위수,0,84,9378,329,11533,778,13695,6359,534,12097,9269,31.8,4.5,23.6,26.7,1.8,3.5,8.1,Y
2017-07-04,2분위수,56,133,15349,520,13844,918,20901,7600,525,16524,13420,32.2,3.2,23.3,26.6,1.2,2.1,8.9,Y
2017-07-04,3분위수,35,63,11476,407,12925,848,17260,6259,595,15323,9639,31.6,3.3,22.9,26.4,1.3,2,8.7,Y
2017-07-04,4분위수,98,323,27153,1047,31753,1297,41353,16631,1184,36099,24366,31.6,3.4,23.2,26.6,1.4,7.9,8.4,Y
2017-07-05,1분위수,14,105,9033,372,11369,525,12579,7551,273,11732,9196,33.3,3.6,23.2,27.8,1.4,0,10.1,N
2017-07-05,2분위수,35,105,13037,738,13881,1002,18919,6984,891,17389,10407,33.3,2.8,22.9,27.4,1,0,10.3,N
2017-07-05,3분위수,14,56,11403,364,13448,644,17090,6892,673,15006,10293,32.7,2.9,22.2,27,1,0,10.5,N
2017-07-05,4분위수,119,280,29238,1174,33980,1247,44778,16972,1871,38942,25926,33.7,3,23.1,27.6,1.2,0,10.5,N
2017-07-06,1분위수,28,98,10332,364,11659,532,16252,6650,371,13771,10034,34.6,5.2,23.8,21.9,1.4,15.8,10.8,Y
2017-07-06,2분위수,28,154,12642,661,14730,826,19306,9247,624,17996,12007,34.1,4.2,23.1,27.4,1.3,13.7,11,Y
2017-07-06,3분위수,42,84,11703,343,12649,946,18329,6624,625,15668,10856,33.7,3.8,22.5,26.8,1.2,24.9,11.2,Y
2017-07-06,4분위수,70,308,26600,1243,34412,1275,45125,17570,1903,38880,26993,34.5,3.7,23.8,27.6,1.3,3.6,10.7,Y
2017-07-07,1분위수,7,105,11704,378,10297,722,15255,6972,512,13651,9810,23.8,4.1,18.8,21.3,1.6,20.1,4.1,Y
2017-07-07,2분위수,28,168,14159,506,11477,819,19037,7143,638,16649,10988,28.6,4.3,24,26.2,1.8,17.8,4.6,Y
2017-07-07,3분위수,14,84,14104,287,11013,756,17761,7160,681,16135,10223,28.3,3.3,23.7,26,1.4,23.3,4.7,Y
2017-07-07,4분위수,63,245,32054,1420,29057,1319,45383,17484,1944,38232,27898,28.9,4,24.4,26.6,1.9,13.9,4.5,Y
2017-07-08,1분위수,14,49,11038,393,10701,709,14734,6458,511,11722,10690,28.2,4.9,24.5,26.2,2.4,7.3,3.6,Y
2017-07-08,2분위수,21,112,15423,589,16180,721,22576,8333,849,19251,13228,28.2,4,24.1,25.9,2,5.2,4.1,Y
2017-07-08,3분위수,21,49,14689,371,14163,659,19932,8043,827,17347,12114,28.4,3.6,24,25.9,1.7,5.3,4.3,Y
2017-07-08,4분위수,168,161,33172,1202,31347,1541,47943,15676,1769,39970,26959,28.7,3.9,24.3,26.3,2.1,7.1,4.4,Y
2017-07-09,1분위수,14,35,10523,315,9842,652,14007,6133,703,12378,9117,30,3.4,23.7,26,1.1,49.8,6.3,Y
2017-07-09,2분위수,7,77,14889,527,13800,679,21528,7966,413,17960,12626,30.4,3.5,23.3,25.8,1,40.9,7.1,Y
2017-07-09,3분위수,21,91,15879,420,14931,700,21495,9120,997,19445,12867,29.6,2.9,23.1,25.5,0.8,40.6,6.5,Y
2017-07-09,4분위수,56,112,31918,985,28646,1372,45592,16145,1855,38135,26829,30.9,3.6,23.4,26.2,1.2,37.9,7.5,Y
2017-07-10,1분위수,14,77,10226,259,6527,588,11580,5068,267,9298,8205,25.9,6.2,22.6,24.3,2.1,121.7,3.3,Y
2017-07-10,2분위수,0,147,14926,422,8674,546,17541,6139,595,14328,10493,25.8,4.7,22.2,24.1,1.8,136.4,3.6,Y
2017-07-10,3분위수,7,63,13073,469,8194,756,14948,6243,568,13674,8841,21.3,4,16.9,19.2,1.5,125.8,3.4,Y
2017-07-10,4분위수,42,126,29037,1095,17384,1015,35113,11531,1657,28043,21273,26.2,4.2,22.5,24.5,1.9,127.2,3.7,Y
2017-07-11,1분위수,35,154,9398,393,11764,518,13878,6843,519,13034,8724,31.4,3.7,22.4,26.3,1.7,1.5,9,Y
2017-07-11,2분위수,49,105,13300,519,14405,812,19119,7625,857,17625,10788,32,3.2,22.2,26.4,1.3,1.8,9.8,Y
2017-07-11,3분위수,28,84,13274,358,13316,701,18489,7421,477,16584,10504,31.4,3,22,26.2,1.3,2.4,9.3,Y
2017-07-11,4분위수,77,287,26843,1046,31497,1192,41629,15448,1565,36123,23711,31.9,3.1,22.5,26.6,1.4,2.6,9.3,Y
2017-07-12,1분위수,28,84,10115,294,12648,588,14774,7350,478,13299,9891,31.4,4.1,24.7,27.3,2,0.1,6.8,Y
2017-07-12,2분위수,56,105,12346,582,14157,841,18214,7413,820,17183,10105,32.1,3.1,24.3,27.2,1.4,0,7.8,N
2017-07-12,3분위수,28,56,24847,378,13410,672,16519,20959,583,28892,9841,31.4,3.2,23.6,27,1.4,0.2,7.7,Y
2017-07-12,4분위수,84,273,27811,1244,33969,1101,43294,17179,1877,36801,26650,31.4,3.4,24.5,27.3,1.6,0.1,7,Y
2017-07-13,1분위수,21,84,11807,315,13210,813,14644,9242,738,13129,12308,32.3,3.4,23.2,27.7,1.3,0,9.1,N
2017-07-13,2분위수,21,147,14940,555,15611,813,19759,10086,616,17932,13342,32.4,2.7,22.9,27.7,1,0,9.5,N
2017-07-13,3분위수,42,77,12716,315,14125,834,17758,7905,806,16309,10994,32.2,2.8,22,27,1.1,0,10.1,N
2017-07-13,4분위수,63,252,29481,1251,32041,1373,42593,17248,1916,37103,26027,32.3,2.9,23.5,27.8,1.2,0,8.8,N
2017-07-14,1분위수,21,35,10348,456,13172,581,15274,7982,413,13480,10770,33.6,5.4,25.9,28.9,1.8,0,7.8,N
2017-07-14,2분위수,28,105,13758,646,15856,749,21114,8348,448,19471,11188,33.8,4.3,25.3,28.5,1.4,1.4,8.5,Y
2017-07-14,3분위수,35,77,12894,371,15367,1129,19282,7800,680,17793,11098,32.9,4.1,24.5,28.2,1.3,0.2,8.4,Y
2017-07-14,4분위수,77,231,30157,1293,36863,1394,47680,18165,2430,40714,28955,33.4,4.3,25.7,28.6,1.6,2.6,7.6,Y
2017-07-15,1분위수,14,49,10023,345,9558,715,13518,6651,315,12900,8299,27.4,4.9,23,25,2,45.7,4.4,Y
2017-07-15,2분위수,28,84,14486,379,12894,707,20103,8161,625,17727,11869,26.8,3.7,22.5,24.6,1.4,37.8,4.4,Y
2017-07-15,3분위수,35,105,14285,386,12423,637,19006,7563,996,17558,10644,26.9,3.6,22.6,24.5,1.4,50.8,4.3,Y
2017-07-15,4분위수,140,154,33180,1081,26353,1310,45676,15263,1918,37651,26516,26.9,3.5,22.7,24.8,1.5,45,4.2,Y
2017-07-16,1분위수,0,28,8666,217,10332,518,12157,6435,315,10947,8478,29,4,23,26.1,1.4,26.2,6,Y
2017-07-16,2분위수,56,49,12497,575,14026,449,19242,7126,547,16319,11045,29.1,3.9,22.8,25.9,1.3,27.9,6.3,Y
2017-07-16,3분위수,56,35,13994,392,12050,721,17461,7516,899,15710,10887,28.8,2.8,22.8,25.7,1,25.1,6,Y
2017-07-16,4분위수,70,203,29231,1083,30097,1260,43203,14619,1840,36384,24538,29,3.3,22.9,26,1.2,41.6,6.1,Y
2017-07-17,1분위수,77,91,7618,414,9420,771,11565,5459,119,10135,7779,29.2,4.2,23.9,26.7,1.8,5.2,5.3,Y
2017-07-17,2분위수,21,56,13208,520,10867,658,18177,5845,581,14910,10351,29.7,3.4,23.6,26.6,1.3,2,6.1,Y
2017-07-17,3분위수,21,49,10720,344,11318,658,15275,6140,715,13918,8870,29.1,3.4,23.5,26.2,1.2,5.8,5.6,Y
2017-07-17,4분위수,120,231,25715,1188,27368,1071,38601,14219,1510,33147,22254,29.5,3.4,23.8,26.7,1.5,1.3,5.7,Y
2017-07-18,1분위수,14,42,8628,266,10995,441,13219,5743,640,10764,9279,30.7,3.2,23.5,26.4,1.5,2.2,7.1,Y
2017-07-18,2분위수,0,147,11628,647,11921,658,16563,6645,610,14839,9637,31,2.6,23.3,26.3,1,1.7,7.7,Y
2017-07-18,3분위수,28,140,11438,336,11774,581,15934,6758,555,14443,9385,30.6,2.5,23.2,25.9,0.9,2.7,7.4,Y
2017-07-18,4분위수,105,273,25873,1083,30532,1009,40432,15513,1368,32970,25352,30.9,2.6,23.5,26.5,1.2,1.7,7.4,Y
2017-07-19,1분위수,42,77,8363,315,11898,378,13684,6276,357,12142,8553,34.1,4,24.6,28.3,1.5,0,9.6,N
2017-07-19,2분위수,7,168,11764,645,15452,616,18791,8097,532,17260,10776,33.4,2.8,24.2,28,1.1,0,9.2,N
2017-07-19,3분위수,28,91,11432,365,13887,784,16454,8054,511,15256,10547,33.5,3,24,27.8,1.1,0.1,9.5,Y
2017-07-19,4분위수,42,266,25965,1273,31842,1198,40071,16159,1967,34051,25344,34.1,3.3,24.5,28.4,1.3,0,9.5,N
2017-07-20,1분위수,28,63,8541,210,12420,539,13162,7218,343,12168,9094,34.7,4.2,25.8,29.7,1.9,0,8.9,N
2017-07-20,2분위수,28,126,11360,499,16870,829,19031,8272,758,17835,11055,34.6,3.3,25.3,29.6,1.4,0,9.4,N
2017-07-20,3분위수,14,91,11924,407,13433,715,17297,7106,751,15887,9982,34.1,3.1,24.7,29.1,1.3,0,9.3,N
2017-07-20,4분위수,84,273,27362,1138,34542,1331,41780,18658,1644,37497,25916,34.7,3.3,25.7,29.7,1.5,0,9.1,N
2017-07-21,1분위수,14,77,9254,470,13389,525,15382,6594,710,13542,9669,32.8,4.1,27.3,29.8,2.4,0,5.5,N
2017-07-21,2분위수,28,126,14207,590,14624,798,20268,7906,610,17382,12200,32.9,3.3,26.8,29.6,1.6,0,6.1,N
2017-07-21,3분위수,7,49,12166,385,13741,833,17860,7065,604,16234,10128,32.5,3.2,26.7,29.5,1.6,0,5.8,N
2017-07-21,4분위수,154,175,29607,1266,37971,1865,46936,18784,1595,40365,28815,32.7,3.2,27.1,29.7,1.8,0,5.6,N
2017-07-22,1분위수,7,14,9106,288,11431,716,14362,6058,624,12394,9366,32.3,4.1,27.4,29.2,2,0.8,5,Y
2017-07-22,2분위수,7,112,12963,554,15387,722,20149,8321,659,17298,12553,32.7,3.1,26.8,28.9,1.6,0.8,5.9,Y
2017-07-22,3분위수,28,63,13232,343,14342,798,19136,7659,842,17176,11259,32.4,3.1,26.6,28.6,1.3,1,5.7,Y
2017-07-22,4분위수,98,147,30176,1292,35932,1508,48498,17418,2136,39639,29921,32.8,3.2,27.3,29.2,1.7,0.6,5.5,Y
2017-07-23,1분위수,14,35,9618,273,10923,504,13830,6452,589,11921,9454,28.5,3.8,25.4,26.9,1.9,86.9,3.1,Y
2017-07-23,2분위수,49,42,13707,478,13946,784,19663,7500,633,17188,11392,28.3,3.5,25.4,26.8,1.5,87,2.9,Y
2017-07-23,3분위수,0,42,15139,442,14537,735,20230,8844,743,18729,11823,28.3,3.3,25.2,26.6,1.4,96.8,3.2,Y
2017-07-23,4분위수,112,189,31837,978,28783,1256,44524,15897,1417,37177,25917,28.8,3.2,25.9,27.1,1.7,62.3,2.9,Y
2017-07-24,1분위수,0,63,8799,322,8321,378,12244,5094,329,9705,8340,28,2.8,25.1,26.2,1.1,3.6,2.9,Y
2017-07-24,2분위수,63,133,11820,513,12514,728,17533,7029,666,16063,9893,28,2.6,24.7,25.8,0.9,3.4,3.3,Y
2017-07-24,3분위수,14,91,11415,316,10571,658,15643,6395,518,14444,8770,27.5,1.8,24.3,25.8,0.7,4,3.2,Y
2017-07-24,4분위수,84,238,26770,1068,23971,1121,37314,14036,1503,32445,21529,27.9,2.4,25.1,26.4,0.9,4.6,2.8,Y
2017-07-25,1분위수,21,35,8575,400,14017,596,15193,6789,470,12749,10299,35.3,4.1,24.7,29.4,1.9,0,10.6,N
2017-07-25,2분위수,42,182,12619,464,15139,875,18519,8280,772,18114,10332,34.7,4.1,24,29,1.8,0,10.6,N
2017-07-25,3분위수,0,70,12078,350,12784,848,16375,7427,639,15015,10274,34.4,3.5,23.8,28.9,1.5,0,10.6,N
2017-07-25,4분위수,77,182,25672,1034,32441,1436,39442,16316,2219,34943,24470,35.3,3.4,24.6,29.5,1.3,0,10.7,N
2017-07-26,1분위수,7,63,7894,399,11314,539,12367,6280,491,10842,8835,33.2,4,24.2,28.6,2.1,0,9,N
2017-07-26,2분위수,28,63,11516,414,14711,749,17866,7633,484,16485,10247,32.8,3.9,24.2,28.4,1.9,0,8.6,N
2017-07-26,3분위수,14,77,10986,470,11968,567,16450,5726,772,14057,9458,32.5,3.3,23.5,27.8,1.6,0,9,N
2017-07-26,4분위수,35,203,26439,1125,32749,1267,42002,15336,2002,35697,24910,33,4.2,24.7,28.5,2.1,0,8.3,N
2017-07-27,1분위수,21,63,9071,386,10144,504,13984,5416,336,10597,9643,29.8,2.9,24.6,27,1.3,2.4,5.2,Y
2017-07-27,2분위수,14,49,12612,710,13049,553,18675,7784,504,16681,10835,29.2,3.1,24,26.6,1.4,2.9,5.2,Y
2017-07-27,3분위수,0,21,10874,372,11677,644,16148,6203,581,14311,9265,28.8,2.2,23.5,26,1.1,2,5.2,Y
2017-07-27,4분위수,49,133,26180,1111,28913,1248,40372,14818,1712,34359,23791,29.8,3,24.3,27.1,1.4,2.8,5.5,Y
2017-07-28,1분위수,14,91,10343,337,9731,497,13187,6705,428,12247,8570,26.8,2.5,24.2,25.2,1.2,7.8,2.6,Y
2017-07-28,2분위수,0,126,14340,533,13110,749,19320,7779,898,17349,11397,26.5,2.8,23.5,25,1.2,7.7,3,Y
2017-07-28,3분위수,21,56,12399,323,10997,799,16104,6936,462,15034,9267,26.4,2.1,23.4,24.7,0.8,7.7,3,Y
2017-07-28,4분위수,70,231,30621,1405,26393,1303,41394,15828,1925,35360,25090,27.1,2.6,24,25.4,1.1,11.9,3.1,Y
2017-07-29,1분위수,7,21,9188,315,12423,350,15133,6050,470,12905,9098,25.2,3.3,19.2,21.8,1.6,0,5.3,N
2017-07-29,2분위수,56,84,13263,506,15055,827,20244,7403,546,17363,11657,30.2,3.6,24.9,26.9,1.8,0,5.3,N
2017-07-29,3분위수,21,56,12713,421,13770,729,19200,6386,736,15571,11480,30.1,3,24.3,26.7,1.3,0,5.8,N
2017-07-29,4분위수,105,98,28866,1175,31846,1389,43624,15518,1678,36777,25432,30.5,3.5,25.2,27.2,1.7,0,5.3,N
2017-07-30,1분위수,28,42,8544,329,11155,483,13329,5851,442,12173,7932,32.3,3.4,24.7,27.8,1.6,0,7.6,N
2017-07-30,2분위수,28,63,12008,434,15081,651,18324,8134,512,16566,11055,32.7,3.2,24.4,27.6,1.4,0,8.4,N
2017-07-30,3분위수,28,14,12320,463,14149,714,18122,7513,625,15811,11163,32,2.9,24.1,27.2,1.3,0,7.8,N
2017-07-30,4분위수,70,126,27481,962,33194,1643,41397,17149,1651,36003,25837,32.6,3.4,24.6,27.9,1.6,0,7.9,N
2017-07-31,1분위수,7,42,8674,351,8599,343,12049,5471,301,9859,8305,27.2,3,24.1,25.5,1.2,7.8,3.1,Y
2017-07-31,2분위수,7,91,12911,378,10650,455,17091,6758,504,14393,10415,26.8,3.4,23.6,25.1,1.2,11.2,3.1,Y
2017-07-31,3분위수,42,28,11805,407,10004,518,14677,7021,483,12797,9902,26.6,2.2,23.5,24.9,0.8,7.2,3.1,Y
2017-07-31,4분위수,183,182,26428,1195,25146,1051,36948,15062,1621,31289,23393,27.5,3.2,24.1,25.5,1.2,8.1,3.4,Y
2017-08-01,1분위수,28,42,7936,337,11274,532,12668,6088,357,11149,8496,33.5,3.2,23.7,28.4,1.3,1.1,9.8,Y
2017-08-01,2분위수,7,91,11329,456,14315,406,16877,8649,315,16317,9930,33.8,3,23.2,28,1.1,2,10.6,Y
2017-08-01,3분위수,35,35,10342,393,12336,721,14866,6769,820,14134,9042,33.1,2.6,23,27.8,1,1.1,10,Y
2017-08-01,4분위수,28,133,26438,1039,31198,1309,40289,15376,1939,35488,23425,33.8,2.9,23.6,28.4,1.2,1.6,10.1,Y
2017-08-02,1분위수,21,21,8602,288,9948,484,11956,6152,330,10369,8553,33.8,2.9,26.4,29.8,1,0,7.3,N
2017-08-02,2분위수,28,112,11544,533,13555,756,17583,7174,392,15845,10060,33.4,2.8,25.9,29.5,1,0,7.4,N
2017-08-02,3분위수,42,35,10687,406,12002,574,15270,6598,786,14139,9089,32.8,2.1,25.3,28.8,0.8,2.5,7.5,Y
2017-08-02,4분위수,176,133,26525,1202,30093,1100,39894,15765,1693,34588,23864,33.7,3,26.2,29.7,1,3.1,7.5,Y
2017-08-03,1분위수,7,63,8899,323,11414,511,13118,6720,364,11140,9573,33.9,3.6,27,29.9,1.6,0,7,N
2017-08-03,2분위수,7,77,10970,562,14105,714,17042,7264,701,15706,10015,33.7,3.8,26.6,29.6,1.7,0,7.1,N
2017-08-03,3분위수,14,77,11040,322,15797,700,19498,6357,695,17968,9282,33.3,3.1,25.4,28.9,1.3,0,7.9,N
2017-08-03,4분위수,105,203,25153,1264,31354,994,39915,15232,1952,34084,24009,33.3,4,26.8,29.7,2,0,6.5,N
2017-08-04,1분위수,7,70,9664,471,11897,707,14193,6739,477,12623,9493,34.8,3.8,25.6,30.1,1.5,0,9.2,N
2017-08-04,2분위수,14,91,11191,526,13091,504,16299,7682,428,15233,9680,34.8,3.7,25.8,29.7,1.7,0,9,N
2017-08-04,3분위수,7,28,11193,421,12517,637,15894,6962,680,13887,10286,33.9,3,24.7,29.2,1.3,0,9.2,N
2017-08-04,4분위수,98,182,26793,1244,36318,1149,44403,17216,1895,38207,26456,35,3.6,26,30,1.7,0,9,N
2017-08-05,1분위수,14,35,8838,449,12612,420,13953,7330,287,12246,9744,35.9,4.9,27.2,31.3,1.6,0,8.7,N
2017-08-05,2분위수,7,49,13775,555,16925,883,20487,9492,505,19629,11738,36.2,3.8,27.1,31,1.6,0,9,N
2017-08-05,3분위수,0,49,12212,435,16111,813,19560,7493,941,16679,12128,35.6,4.3,26,30.2,1.2,0,9.5,N
2017-08-05,4분위수,42,175,28115,1161,38597,1303,47199,17657,1987,40633,27513,36.3,3.8,27.4,31.1,1.4,0,8.9,N
2017-08-06,1분위수,21,49,7883,344,10126,511,12414,5162,511,10005,8593,33.3,3.9,26.9,29.7,1.4,5.6,6.4,Y
2017-08-06,2분위수,21,63,12088,421,14179,574,17902,7932,532,16131,10809,33.7,3.4,26.3,29.4,1.3,3.3,7.4,Y
2017-08-06,3분위수,21,35,12480,428,13069,764,17957,6934,525,15689,10491,32.9,2.9,26.1,29,1.1,4.4,6.8,Y
2017-08-06,4분위수,98,189,26683,991,31714,1415,42555,14627,1701,35255,25043,33.7,3.5,26,29.7,1.4,2.4,7.7,Y
2017-08-07,1분위수,7,42,7727,196,10811,498,12098,5844,350,9921,8869,34.3,4.2,26,29.1,1.8,0,8.3,N
2017-08-07,2분위수,14,133,10583,428,14391,497,17971,6514,574,15570,9986,34.5,3.6,25.8,28.9,1.3,0,8.7,N
2017-08-07,3분위수,28,49,10207,386,12758,827,15320,6565,716,13829,9599,33.9,3.5,25.1,28.6,1.4,0,8.8,N
2017-08-07,4분위수,112,210,22990,1140,29428,1030,36699,14247,1925,31672,22229,34.2,3.9,25.9,29,1.7,0,8.3,N
2017-08-08,1분위수,7,70,8072,266,10662,490,12186,6016,385,11128,7949,31.3,4.3,25.4,28.1,1.7,0,5.9,N
